tipo,marca,modelo,anio,precio,caracteristica
AUTOMOVIL,Kia,Cerato,2009,24663,5
CAMIONETA,Chevrolet,Silverado,2020,40265,1190
AUTOMOVIL,Nissan,Versa,2010,25252,4
AUTOMOVIL,Chevrolet,Cruze,2021,28854,5
CAMIONETA,Toyota,Tacoma,2011,37841,1331
AUTOMOVIL,Honda,Civic,2022,29443,4
AUTOMOVIL,Kia,Cerato,2012,26430,5
CAMIONETA,Chevrolet,Silverado,2023,42032,1472
AUTOMOVIL,Nissan,Versa,2013,27019,4
AUTOMOVIL,Chevrolet,Cruze,2024,30621,5
CAMIONETA,Toyota,Tacoma,2014,39608,1613
AUTOMOVIL,Honda,Civic,2025,31210,4
AUTOMOVIL,Kia,Cerato,2015,28197,5
CAMIONETA,Chevrolet,Silverado,2005,37184,1754
AUTOMOVIL,Nissan,Versa,2016,28786,4
AUTOMOVIL,Chevrolet,Cruze,2006,25773,5
CAMIONETA,Toyota,Tacoma,2017,41375,745
AUTOMOVIL,Honda,Civic,2007,26362,4
AUTOMOVIL,Kia,Cerato,2018,29964,5
CAMIONETA,Chevrolet,Silverado,2008,38951,886
AUTOMOVIL,Nissan,Versa,2019,30553,4
AUTOMOVIL,Chevrolet,Cruze,2009,27540,5
CAMIONETA,Toyota,Tacoma,2020,43142,1027
AUTOMOVIL,Honda,Civic,2010,28129,4
AUTOMOVIL,Kia,Cerato,2021,31731,5
CAMIONETA,Chevrolet,Silverado,2011,40718,1168
AUTOMOVIL,Nissan,Versa,2022,32320,4
AUTOMOVIL,Chevrolet,Cruze,2012,29307,5
CAMIONETA,Toyota,Tacoma,2023,44909,1309
AUTOMOVIL,Honda,Civic,2013,29896,4
AUTOMOVIL,Kia,Cerato,2024,33498,5
CAMIONETA,Chevrolet,Silverado,2014,42485,1450
AUTOMOVIL,Nissan,Versa,2025,34087,4
AUTOMOVIL,Chevrolet,Cruze,2015,31074,5
CAMIONETA,Toyota,Tacoma,2005,40061,1591
AUTOMOVIL,Honda,Civic,2016,31663,4
AUTOMOVIL,Kia,Cerato,2006,28650,5
CAMIONETA,Chevrolet,Silverado,2017,44252,1732
AUTOMOVIL,Nissan,Versa,2007,29239,4
AUTOMOVIL,Chevrolet,Cruze,2018,32841,5
CAMIONETA,Toyota,Tacoma,2008,41828,723
AUTOMOVIL,Honda,Civic,2019,33430,4
AUTOMOVIL,Kia,Cerato,2009,30417,5
CAMIONETA,Chevrolet,Silverado,2020,46019,864
AUTOMOVIL,Nissan,Versa,2010,31006,4
AUTOMOVIL,Chevrolet,Cruze,2021,34608,5
CAMIONETA,Toyota,Tacoma,2011,43595,1005
AUTOMOVIL,Honda,Civic,2022,35197,4
AUTOMOVIL,Kia,Cerato,2012,32184,5
CAMIONETA,Chevrolet,Silverado,2023,47786,1146
AUTOMOVIL,Nissan,Versa,2013,32773,4
AUTOMOVIL,Chevrolet,Cruze,2024,36375,5
CAMIONETA,Toyota,Tacoma,2014,45362,1287
AUTOMOVIL,Honda,Civic,2025,36964,4
AUTOMOVIL,Kia,Cerato,2015,33951,5
CAMIONETA,Chevrolet,Silverado,2005,42938,1428
AUTOMOVIL,Nissan,Versa,2016,34540,4
AUTOMOVIL,Chevrolet,Cruze,2006,31527,5
CAMIONETA,Toyota,Tacoma,2017,47129,1569
AUTOMOVIL,Honda,Civic,2007,32116,4
AUTOMOVIL,Kia,Cerato,2018,35718,5
CAMIONETA,Chevrolet,Silverado,2008,44705,1710
AUTOMOVIL,Nissan,Versa,2019,36307,4
AUTOMOVIL,Chevrolet,Cruze,2009,33294,5
CAMIONETA,Toyota,Tacoma,2020,48896,701
AUTOMOVIL,Honda,Civic,2010,33883,4
AUTOMOVIL,Kia,Cerato,2021,37485,5
CAMIONETA,Chevrolet,Silverado,2011,46472,842
AUTOMOVIL,Nissan,Versa,2022,38074,4
AUTOMOVIL,Chevrolet,Cruze,2012,35061,5
CAMIONETA,Toyota,Tacoma,2023,50663,983
AUTOMOVIL,Honda,Civic,2013,35650,4
AUTOMOVIL,Kia,Cerato,2024,39252,5
CAMIONETA,Chevrolet,Silverado,2014,48239,1124
AUTOMOVIL,Nissan,Versa,2025,39841,4
AUTOMOVIL,Chevrolet,Cruze,2015,36828,5
CAMIONETA,Toyota,Tacoma,2005,45815,1265
AUTOMOVIL,Honda,Civic,2016,37417,4
AUTOMOVIL,Kia,Cerato,2006,34404,5
CAMIONETA,Chevrolet,Silverado,2017,50006,1406
AUTOMOVIL,Nissan,Versa,2007,34993,4
AUTOMOVIL,Chevrolet,Cruze,2018,38595,5
CAMIONETA,Toyota,Tacoma,2008,47582,1547
AUTOMOVIL,Honda,Civic,2019,39184,4
AUTOMOVIL,Kia,Cerato,2009,36171,5
CAMIONETA,Chevrolet,Silverado,2020,51773,1688
AUTOMOVIL,Nissan,Versa,2010,36760,4
AUTOMOVIL,Chevrolet,Cruze,2021,40362,5
CAMIONETA,Toyota,Tacoma,2011,49349,679
AUTOMOVIL,Honda,Civic,2022,40951,4
AUTOMOVIL,Kia,Cerato,2012,37938,5
CAMIONETA,Chevrolet,Silverado,2023,53540,820
AUTOMOVIL,Nissan,Versa,2013,38527,4
AUTOMOVIL,Chevrolet,Cruze,2024,42129,5
CAMIONETA,Toyota,Tacoma,2014,51116,961
AUTOMOVIL,Honda,Civic,2025,42718,4
AUTOMOVIL,Kia,Cerato,2015,39705,5
CAMIONETA,Chevrolet,Silverado,2005,48692,1102
AUTOMOVIL,Nissan,Versa,2016,40294,4
AUTOMOVIL,Chevrolet,Cruze,2006,37281,5
CAMIONETA,Toyota,Tacoma,2017,52883,1243
AUTOMOVIL,Honda,Civic,2007,37870,4
AUTOMOVIL,Kia,Cerato,2018,41472,5
CAMIONETA,Chevrolet,Silverado,2008,50459,1384
AUTOMOVIL,Nissan,Versa,2019,42061,4
AUTOMOVIL,Chevrolet,Cruze,2009,39048,5
CAMIONETA,Toyota,Tacoma,2020,54650,1525
AUTOMOVIL,Honda,Civic,2010,39637,4
AUTOMOVIL,Kia,Cerato,2021,43239,5
CAMIONETA,Chevrolet,Silverado,2011,52226,1666
AUTOMOVIL,Nissan,Versa,2022,43828,4
AUTOMOVIL,Chevrolet,Cruze,2012,40815,5
CAMIONETA,Toyota,Tacoma,2023,56417,657
AUTOMOVIL,Honda,Civic,2013,41404,4
AUTOMOVIL,Kia,Cerato,2024,45006,5
CAMIONETA,Chevrolet,Silverado,2014,53993,798
AUTOMOVIL,Nissan,Versa,2025,45595,4
AUTOMOVIL,Chevrolet,Cruze,2015,42582,5
CAMIONETA,Toyota,Tacoma,2005,51569,939
AUTOMOVIL,Honda,Civic,2016,43171,4
AUTOMOVIL,Kia,Cerato,2006,40158,5
CAMIONETA,Chevrolet,Silverado,2017,55760,1080
AUTOMOVIL,Nissan,Versa,2007,40747,4
AUTOMOVIL,Chevrolet,Cruze,2018,44349,5
CAMIONETA,Toyota,Tacoma,2008,53336,1221
AUTOMOVIL,Honda,Civic,2019,44938,4
AUTOMOVIL,Kia,Cerato,2009,41925,5
CAMIONETA,Chevrolet,Silverado,2020,57527,1362
AUTOMOVIL,Nissan,Versa,2010,42514,4
AUTOMOVIL,Chevrolet,Cruze,2021,46116,5
CAMIONETA,Toyota,Tacoma,2011,55103,1503
AUTOMOVIL,Honda,Civic,2022,46705,4
AUTOMOVIL,Kia,Cerato,2012,43692,5
CAMIONETA,Chevrolet,Silverado,2023,59294,1644
AUTOMOVIL,Nissan,Versa,2013,44281,4
AUTOMOVIL,Chevrolet,Cruze,2024,47883,5
CAMIONETA,Toyota,Tacoma,2014,56870,1785
AUTOMOVIL,Honda,Civic,2025,48472,4
AUTOMOVIL,Kia,Cerato,2015,45459,5
CAMIONETA,Chevrolet,Silverado,2005,54446,776
AUTOMOVIL,Nissan,Versa,2016,46048,4
AUTOMOVIL,Chevrolet,Cruze,2006,43035,5
CAMIONETA,Toyota,Tacoma,2017,58637,917
AUTOMOVIL,Honda,Civic,2007,43624,4
AUTOMOVIL,Kia,Cerato,2018,47226,5
CAMIONETA,Chevrolet,Silverado,2008,56213,1058
AUTOMOVIL,Nissan,Versa,2019,47815,4
AUTOMOVIL,Chevrolet,Cruze,2009,44802,5
CAMIONETA,Toyota,Tacoma,2020,60404,1199
AUTOMOVIL,Honda,Civic,2010,45391,4
AUTOMOVIL,Kia,Cerato,2021,48993,5
CAMIONETA,Chevrolet,Silverado,2011,57980,1340
AUTOMOVIL,Nissan,Versa,2022,49582,4
AUTOMOVIL,Chevrolet,Cruze,2012,46569,5
CAMIONETA,Toyota,Tacoma,2023,62171,1481
AUTOMOVIL,Honda,Civic,2013,47158,4
AUTOMOVIL,Kia,Cerato,2024,50760,5
CAMIONETA,Chevrolet,Silverado,2014,59747,1622
AUTOMOVIL,Nissan,Versa,2025,51349,4
AUTOMOVIL,Chevrolet,Cruze,2015,48336,5
CAMIONETA,Toyota,Tacoma,2005,57323,1763
AUTOMOVIL,Honda,Civic,2016,48925,4
AUTOMOVIL,Kia,Cerato,2006,45912,5
CAMIONETA,Chevrolet,Silverado,2017,61514,754
AUTOMOVIL,Nissan,Versa,2007,46501,4
AUTOMOVIL,Chevrolet,Cruze,2018,50103,5
CAMIONETA,Toyota,Tacoma,2008,59090,895
AUTOMOVIL,Honda,Civic,2019,50692,4
AUTOMOVIL,Kia,Cerato,2009,47679,5
CAMIONETA,Chevrolet,Silverado,2020,63281,1036
AUTOMOVIL,Nissan,Versa,2010,48268,4
AUTOMOVIL,Chevrolet,Cruze,2021,51870,5
CAMIONETA,Toyota,Tacoma,2011,60857,1177
AUTOMOVIL,Honda,Civic,2022,52459,4
AUTOMOVIL,Kia,Cerato,2012,49446,5
CAMIONETA,Chevrolet,Silverado,2023,65048,1318
AUTOMOVIL,Nissan,Versa,2013,50035,4
AUTOMOVIL,Chevrolet,Cruze,2024,53637,5
CAMIONETA,Toyota,Tacoma,2014,62624,1459
AUTOMOVIL,Honda,Civic,2025,54226,4
AUTOMOVIL,Kia,Cerato,2015,51213,5
CAMIONETA,Chevrolet,Silverado,2005,60200,1600
AUTOMOVIL,Nissan,Versa,2016,51802,4
AUTOMOVIL,Chevrolet,Cruze,2006,48789,5
CAMIONETA,Toyota,Tacoma,2017,64391,1741
AUTOMOVIL,Honda,Civic,2007,49378,4
AUTOMOVIL,Kia,Cerato,2018,52980,5
CAMIONETA,Chevrolet,Silverado,2008,61967,732
AUTOMOVIL,Nissan,Versa,2019,53569,4
AUTOMOVIL,Chevrolet,Cruze,2009,50556,5
CAMIONETA,Toyota,Tacoma,2020,66158,873
AUTOMOVIL,Honda,Civic,2010,51145,4
AUTOMOVIL,Kia,Cerato,2021,54747,5
CAMIONETA,Chevrolet,Silverado,2011,63734,1014
AUTOMOVIL,Nissan,Versa,2022,55336,4
AUTOMOVIL,Chevrolet,Cruze,2012,52323,5
CAMIONETA,Toyota,Tacoma,2023,67925,1155
AUTOMOVIL,Honda,Civic,2013,52912,4
AUTOMOVIL,Kia,Cerato,2024,56514,5
CAMIONETA,Chevrolet,Silverado,2014,65501,1296
AUTOMOVIL,Nissan,Versa,2025,57103,4
AUTOMOVIL,Chevrolet,Cruze,2015,54090,5
CAMIONETA,Toyota,Tacoma,2005,63077,1437
AUTOMOVIL,Honda,Civic,2016,54679,4
AUTOMOVIL,Kia,Cerato,2006,51666,5
CAMIONETA,Chevrolet,Silverado,2017,67268,1578
AUTOMOVIL,Nissan,Versa,2007,52255,4
AUTOMOVIL,Chevrolet,Cruze,2018,55857,5
CAMIONETA,Toyota,Tacoma,2008,64844,1719
AUTOMOVIL,Honda,Civic,2019,56446,4
AUTOMOVIL,Kia,Cerato,2009,53433,5
CAMIONETA,Chevrolet,Silverado,2020,69035,710
AUTOMOVIL,Nissan,Versa,2010,54022,4
AUTOMOVIL,Chevrolet,Cruze,2021,57624,5
CAMIONETA,Toyota,Tacoma,2011,66611,851
AUTOMOVIL,Honda,Civic,2022,58213,4
AUTOMOVIL,Kia,Cerato,2012,55200,5
CAMIONETA,Chevrolet,Silverado,2023,70802,992
AUTOMOVIL,Nissan,Versa,2013,55789,4
AUTOMOVIL,Chevrolet,Cruze,2024,59391,5
CAMIONETA,Toyota,Tacoma,2014,68378,1133
AUTOMOVIL,Honda,Civic,2025,59980,4
AUTOMOVIL,Kia,Cerato,2015,56967,5
CAMIONETA,Chevrolet,Silverado,2005,65954,1274
AUTOMOVIL,Nissan,Versa,2016,57556,4
AUTOMOVIL,Chevrolet,Cruze,2006,54543,5
CAMIONETA,Toyota,Tacoma,2017,70145,1415
AUTOMOVIL,Honda,Civic,2007,13132,4
AUTOMOVIL,Kia,Cerato,2018,16734,5
CAMIONETA,Chevrolet,Silverado,2008,25721,1556
AUTOMOVIL,Nissan,Versa,2019,17323,4
AUTOMOVIL,Chevrolet,Cruze,2009,14310,5
CAMIONETA,Toyota,Tacoma,2020,29912,1697
AUTOMOVIL,Honda,Civic,2010,14899,4
AUTOMOVIL,Kia,Cerato,2021,18501,5
CAMIONETA,Chevrolet,Silverado,2011,27488,688
AUTOMOVIL,Nissan,Versa,2022,19090,4
AUTOMOVIL,Chevrolet,Cruze,2012,16077,5
CAMIONETA,Toyota,Tacoma,2023,31679,829
AUTOMOVIL,Honda,Civic,2013,16666,4
AUTOMOVIL,Kia,Cerato,2024,20268,5
CAMIONETA,Chevrolet,Silverado,2014,29255,970
AUTOMOVIL,Nissan,Versa,2025,20857,4
AUTOMOVIL,Chevrolet,Cruze,2015,17844,5
CAMIONETA,Toyota,Tacoma,2005,26831,1111
AUTOMOVIL,Honda,Civic,2016,18433,4
AUTOMOVIL,Kia,Cerato,2006,15420,5
CAMIONETA,Chevrolet,Silverado,2017,31022,1252
AUTOMOVIL,Nissan,Versa,2007,16009,4
AUTOMOVIL,Chevrolet,Cruze,2018,19611,5
CAMIONETA,Toyota,Tacoma,2008,28598,1393
AUTOMOVIL,Honda,Civic,2019,20200,4
AUTOMOVIL,Kia,Cerato,2009,17187,5
CAMIONETA,Chevrolet,Silverado,2020,32789,1534
AUTOMOVIL,Nissan,Versa,2010,17776,4
AUTOMOVIL,Chevrolet,Cruze,2021,21378,5
CAMIONETA,Toyota,Tacoma,2011,30365,1675
AUTOMOVIL,Honda,Civic,2022,21967,4
AUTOMOVIL,Kia,Cerato,2012,18954,5
CAMIONETA,Chevrolet,Silverado,2023,34556,666
AUTOMOVIL,Nissan,Versa,2013,19543,4
AUTOMOVIL,Chevrolet,Cruze,2024,23145,5
CAMIONETA,Toyota,Tacoma,2014,32132,807
AUTOMOVIL,Honda,Civic,2025,23734,4
AUTOMOVIL,Kia,Cerato,2015,20721,5
CAMIONETA,Chevrolet,Silverado,2005,29708,948
AUTOMOVIL,Nissan,Versa,2016,21310,4
AUTOMOVIL,Chevrolet,Cruze,2006,18297,5
CAMIONETA,Toyota,Tacoma,2017,33899,1089
AUTOMOVIL,Honda,Civic,2007,18886,4
AUTOMOVIL,Kia,Cerato,2018,22488,5
CAMIONETA,Chevrolet,Silverado,2008,31475,1230
AUTOMOVIL,Nissan,Versa,2019,23077,4
AUTOMOVIL,Chevrolet,Cruze,2009,20064,5
CAMIONETA,Toyota,Tacoma,2020,35666,1371
AUTOMOVIL,Honda,Civic,2010,20653,4
AUTOMOVIL,Kia,Cerato,2021,24255,5
CAMIONETA,Chevrolet,Silverado,2011,33242,1512
AUTOMOVIL,Nissan,Versa,2022,24844,4
AUTOMOVIL,Chevrolet,Cruze,2012,21831,5
CAMIONETA,Toyota,Tacoma,2023,37433,1653
AUTOMOVIL,Honda,Civic,2013,22420,4
AUTOMOVIL,Kia,Cerato,2024,26022,5
CAMIONETA,Chevrolet,Silverado,2014,35009,1794
AUTOMOVIL,Nissan,Versa,2025,26611,4
AUTOMOVIL,Chevrolet,Cruze,2015,23598,5
CAMIONETA,Toyota,Tacoma,2005,32585,785
AUTOMOVIL,Honda,Civic,2016,24187,4
AUTOMOVIL,Kia,Cerato,2006,21174,5
CAMIONETA,Chevrolet,Silverado,2017,36776,926
AUTOMOVIL,Nissan,Versa,2007,21763,4
AUTOMOVIL,Chevrolet,Cruze,2018,25365,5
CAMIONETA,Toyota,Tacoma,2008,34352,1067
AUTOMOVIL,Honda,Civic,2019,25954,4
AUTOMOVIL,Kia,Cerato,2009,22941,5
CAMIONETA,Chevrolet,Silverado,2020,38543,1208
AUTOMOVIL,Nissan,Versa,2010,23530,4
AUTOMOVIL,Chevrolet,Cruze,2021,27132,5
CAMIONETA,Toyota,Tacoma,2011,36119,1349
AUTOMOVIL,Honda,Civic,2022,27721,4
AUTOMOVIL,Kia,Cerato,2012,24708,5
CAMIONETA,Chevrolet,Silverado,2023,40310,1490
AUTOMOVIL,Nissan,Versa,2013,25297,4
AUTOMOVIL,Chevrolet,Cruze,2024,28899,5
CAMIONETA,Toyota,Tacoma,2014,37886,1631
AUTOMOVIL,Honda,Civic,2025,29488,4
AUTOMOVIL,Kia,Cerato,2015,26475,5
CAMIONETA,Chevrolet,Silverado,2005,35462,1772
AUTOMOVIL,Nissan,Versa,2016,27064,4
AUTOMOVIL,Chevrolet,Cruze,2006,24051,5
CAMIONETA,Toyota,Tacoma,2017,39653,763
AUTOMOVIL,Honda,Civic,2007,24640,4
AUTOMOVIL,Kia,Cerato,2018,28242,5
CAMIONETA,Chevrolet,Silverado,2008,37229,904
AUTOMOVIL,Nissan,Versa,2019,28831,4
AUTOMOVIL,Chevrolet,Cruze,2009,25818,5
CAMIONETA,Toyota,Tacoma,2020,41420,1045
AUTOMOVIL,Honda,Civic,2010,26407,4
AUTOMOVIL,Kia,Cerato,2021,30009,5
CAMIONETA,Chevrolet,Silverado,2011,38996,1186
AUTOMOVIL,Nissan,Versa,2022,30598,4
AUTOMOVIL,Chevrolet,Cruze,2012,27585,5
CAMIONETA,Toyota,Tacoma,2023,43187,1327
AUTOMOVIL,Honda,Civic,2013,28174,4
AUTOMOVIL,Kia,Cerato,2024,31776,5
CAMIONETA,Chevrolet,Silverado,2014,40763,1468
AUTOMOVIL,Nissan,Versa,2025,32365,4
AUTOMOVIL,Chevrolet,Cruze,2015,29352,5
CAMIONETA,Toyota,Tacoma,2005,38339,1609
AUTOMOVIL,Honda,Civic,2016,29941,4
AUTOMOVIL,Kia,Cerato,2006,26928,5
CAMIONETA,Chevrolet,Silverado,2017,42530,1750
AUTOMOVIL,Nissan,Versa,2007,27517,4
AUTOMOVIL,Chevrolet,Cruze,2018,31119,5
CAMIONETA,Toyota,Tacoma,2008,40106,741
AUTOMOVIL,Honda,Civic,2019,31708,4
AUTOMOVIL,Kia,Cerato,2009,28695,5
CAMIONETA,Chevrolet,Silverado,2020,44297,882
AUTOMOVIL,Nissan,Versa,2010,29284,4
AUTOMOVIL,Chevrolet,Cruze,2021,32886,5
CAMIONETA,Toyota,Tacoma,2011,41873,1023
AUTOMOVIL,Honda,Civic,2022,33475,4
AUTOMOVIL,Kia,Cerato,2012,30462,5
CAMIONETA,Chevrolet,Silverado,2023,46064,1164
AUTOMOVIL,Nissan,Versa,2013,31051,4
AUTOMOVIL,Chevrolet,Cruze,2024,34653,5
CAMIONETA,Toyota,Tacoma,2014,43640,1305
AUTOMOVIL,Honda,Civic,2025,35242,4
AUTOMOVIL,Kia,Cerato,2015,32229,5
CAMIONETA,Chevrolet,Silverado,2005,41216,1446
AUTOMOVIL,Nissan,Versa,2016,32818,4
AUTOMOVIL,Chevrolet,Cruze,2006,29805,5
CAMIONETA,Toyota,Tacoma,2017,45407,1587
AUTOMOVIL,Honda,Civic,2007,30394,4
AUTOMOVIL,Kia,Cerato,2018,33996,5
CAMIONETA,Chevrolet,Silverado,2008,42983,1728
AUTOMOVIL,Nissan,Versa,2019,34585,4
AUTOMOVIL,Chevrolet,Cruze,2009,31572,5
CAMIONETA,Toyota,Tacoma,2020,47174,719
AUTOMOVIL,Honda,Civic,2010,32161,4
AUTOMOVIL,Kia,Cerato,2021,35763,5
CAMIONETA,Chevrolet,Silverado,2011,44750,860
AUTOMOVIL,Nissan,Versa,2022,36352,4
AUTOMOVIL,Chevrolet,Cruze,2012,33339,5
CAMIONETA,Toyota,Tacoma,2023,48941,1001
AUTOMOVIL,Honda,Civic,2013,33928,4
AUTOMOVIL,Kia,Cerato,2024,37530,5
CAMIONETA,Chevrolet,Silverado,2014,46517,1142
AUTOMOVIL,Nissan,Versa,2025,38119,4
AUTOMOVIL,Chevrolet,Cruze,2015,35106,5
CAMIONETA,Toyota,Tacoma,2005,44093,1283
AUTOMOVIL,Honda,Civic,2016,35695,4
AUTOMOVIL,Kia,Cerato,2006,32682,5
CAMIONETA,Chevrolet,Silverado,2017,48284,1424
AUTOMOVIL,Nissan,Versa,2007,33271,4
AUTOMOVIL,Chevrolet,Cruze,2018,36873,5
CAMIONETA,Toyota,Tacoma,2008,45860,1565
AUTOMOVIL,Honda,Civic,2019,37462,4
AUTOMOVIL,Kia,Cerato,2009,34449,5
CAMIONETA,Chevrolet,Silverado,2020,50051,1706
AUTOMOVIL,Nissan,Versa,2010,35038,4
AUTOMOVIL,Chevrolet,Cruze,2021,38640,5
CAMIONETA,Toyota,Tacoma,2011,47627,697
AUTOMOVIL,Honda,Civic,2022,39229,4
AUTOMOVIL,Kia,Cerato,2012,36216,5
CAMIONETA,Chevrolet,Silverado,2023,51818,838
AUTOMOVIL,Nissan,Versa,2013,36805,4
AUTOMOVIL,Chevrolet,Cruze,2024,40407,5
CAMIONETA,Toyota,Tacoma,2014,49394,979
AUTOMOVIL,Honda,Civic,2025,40996,4
AUTOMOVIL,Kia,Cerato,2015,37983,5
CAMIONETA,Chevrolet,Silverado,2005,46970,1120
AUTOMOVIL,Nissan,Versa,2016,38572,4
AUTOMOVIL,Chevrolet,Cruze,2006,35559,5
CAMIONETA,Toyota,Tacoma,2017,51161,1261
AUTOMOVIL,Honda,Civic,2007,36148,4
AUTOMOVIL,Kia,Cerato,2018,39750,5
CAMIONETA,Chevrolet,Silverado,2008,48737,1402
AUTOMOVIL,Nissan,Versa,2019,40339,4
AUTOMOVIL,Chevrolet,Cruze,2009,37326,5
CAMIONETA,Toyota,Tacoma,2020,52928,1543
AUTOMOVIL,Honda,Civic,2010,37915,4
AUTOMOVIL,Kia,Cerato,2021,41517,5
CAMIONETA,Chevrolet,Silverado,2011,50504,1684
AUTOMOVIL,Nissan,Versa,2022,42106,4
AUTOMOVIL,Chevrolet,Cruze,2012,39093,5
CAMIONETA,Toyota,Tacoma,2023,54695,675
AUTOMOVIL,Honda,Civic,2013,39682,4
AUTOMOVIL,Kia,Cerato,2024,43284,5
CAMIONETA,Chevrolet,Silverado,2014,52271,816
AUTOMOVIL,Nissan,Versa,2025,43873,4
AUTOMOVIL,Chevrolet,Cruze,2015,40860,5
CAMIONETA,Toyota,Tacoma,2005,49847,957
AUTOMOVIL,Honda,Civic,2016,41449,4
AUTOMOVIL,Kia,Cerato,2006,38436,5
CAMIONETA,Chevrolet,Silverado,2017,54038,1098
AUTOMOVIL,Nissan,Versa,2007,39025,4
AUTOMOVIL,Chevrolet,Cruze,2018,42627,5
CAMIONETA,Toyota,Tacoma,2008,51614,1239
AUTOMOVIL,Honda,Civic,2019,43216,4
AUTOMOVIL,Kia,Cerato,2009,40203,5
CAMIONETA,Chevrolet,Silverado,2020,55805,1380
AUTOMOVIL,Nissan,Versa,2010,40792,4
AUTOMOVIL,Chevrolet,Cruze,2021,44394,5
CAMIONETA,Toyota,Tacoma,2011,53381,1521
AUTOMOVIL,Honda,Civic,2022,44983,4
AUTOMOVIL,Kia,Cerato,2012,41970,5
CAMIONETA,Chevrolet,Silverado,2023,57572,1662
AUTOMOVIL,Nissan,Versa,2013,42559,4
AUTOMOVIL,Chevrolet,Cruze,2024,46161,5
CAMIONETA,Toyota,Tacoma,2014,55148,653
AUTOMOVIL,Honda,Civic,2025,46750,4
AUTOMOVIL,Kia,Cerato,2015,43737,5
CAMIONETA,Chevrolet,Silverado,2005,52724,794
AUTOMOVIL,Nissan,Versa,2016,44326,4
AUTOMOVIL,Chevrolet,Cruze,2006,41313,5
CAMIONETA,Toyota,Tacoma,2017,56915,935
AUTOMOVIL,Honda,Civic,2007,41902,4
AUTOMOVIL,Kia,Cerato,2018,45504,5
CAMIONETA,Chevrolet,Silverado,2008,54491,1076
AUTOMOVIL,Nissan,Versa,2019,46093,4
AUTOMOVIL,Chevrolet,Cruze,2009,43080,5
CAMIONETA,Toyota,Tacoma,2020,58682,1217
AUTOMOVIL,Honda,Civic,2010,43669,4
AUTOMOVIL,Kia,Cerato,2021,47271,5
CAMIONETA,Chevrolet,Silverado,2011,56258,1358
AUTOMOVIL,Nissan,Versa,2022,47860,4
AUTOMOVIL,Chevrolet,Cruze,2012,44847,5
CAMIONETA,Toyota,Tacoma,2023,60449,1499
AUTOMOVIL,Honda,Civic,2013,45436,4
AUTOMOVIL,Kia,Cerato,2024,49038,5
CAMIONETA,Chevrolet,Silverado,2014,58025,1640
AUTOMOVIL,Nissan,Versa,2025,49627,4
AUTOMOVIL,Chevrolet,Cruze,2015,46614,5
CAMIONETA,Toyota,Tacoma,2005,55601,1781
AUTOMOVIL,Honda,Civic,2016,47203,4
AUTOMOVIL,Kia,Cerato,2006,44190,5
CAMIONETA,Chevrolet,Silverado,2017,59792,772
AUTOMOVIL,Nissan,Versa,2007,44779,4
AUTOMOVIL,Chevrolet,Cruze,2018,48381,5
CAMIONETA,Toyota,Tacoma,2008,57368,913
AUTOMOVIL,Honda,Civic,2019,48970,4
AUTOMOVIL,Kia,Cerato,2009,45957,5
CAMIONETA,Chevrolet,Silverado,2020,61559,1054
AUTOMOVIL,Nissan,Versa,2010,46546,4
AUTOMOVIL,Chevrolet,Cruze,2021,50148,5
CAMIONETA,Toyota,Tacoma,2011,59135,1195
AUTOMOVIL,Honda,Civic,2022,50737,4
AUTOMOVIL,Kia,Cerato,2012,47724,5
CAMIONETA,Chevrolet,Silverado,2023,63326,1336
AUTOMOVIL,Nissan,Versa,2013,48313,4
AUTOMOVIL,Chevrolet,Cruze,2024,51915,5
CAMIONETA,Toyota,Tacoma,2014,60902,1477
AUTOMOVIL,Honda,Civic,2025,52504,4
AUTOMOVIL,Kia,Cerato,2015,49491,5
CAMIONETA,Chevrolet,Silverado,2005,58478,1618
AUTOMOVIL,Nissan,Versa,2016,50080,4
AUTOMOVIL,Chevrolet,Cruze,2006,47067,5
CAMIONETA,Toyota,Tacoma,2017,62669,1759
AUTOMOVIL,Honda,Civic,2007,47656,4
AUTOMOVIL,Kia,Cerato,2018,51258,5
CAMIONETA,Chevrolet,Silverado,2008,60245,750
AUTOMOVIL,Nissan,Versa,2019,51847,4
AUTOMOVIL,Chevrolet,Cruze,2009,48834,5
CAMIONETA,Toyota,Tacoma,2020,64436,891
AUTOMOVIL,Honda,Civic,2010,49423,4
AUTOMOVIL,Kia,Cerato,2021,53025,5
CAMIONETA,Chevrolet,Silverado,2011,62012,1032
AUTOMOVIL,Nissan,Versa,2022,53614,4
AUTOMOVIL,Chevrolet,Cruze,2012,50601,5
CAMIONETA,Toyota,Tacoma,2023,66203,1173
AUTOMOVIL,Honda,Civic,2013,51190,4
AUTOMOVIL,Kia,Cerato,2024,54792,5
CAMIONETA,Chevrolet,Silverado,2014,63779,1314
AUTOMOVIL,Nissan,Versa,2025,55381,4
AUTOMOVIL,Chevrolet,Cruze,2015,52368,5
CAMIONETA,Toyota,Tacoma,2005,61355,1455
AUTOMOVIL,Honda,Civic,2016,52957,4
AUTOMOVIL,Kia,Cerato,2006,49944,5
CAMIONETA,Chevrolet,Silverado,2017,65546,1596
AUTOMOVIL,Nissan,Versa,2007,50533,4
AUTOMOVIL,Chevrolet,Cruze,2018,54135,5
CAMIONETA,Toyota,Tacoma,2008,63122,1737
